0.684498	1.101966
0.640754	1.116852
0.670552	1.101496
1.034166	1.000007
0.919097	1.016252
0.684498	1.101966
0.583836	1.1742
0.997299	1.000027
0.653395	1.13023
0.920444	1.017447
0.962833	1.01914
0.621265	1.139472
0.611986	1.142158
0.941085	1.011042
1.030157	1.000039
0.977868	1.008584
0.708849	1.074755
0.620641	1.161821
0.609053	1.164094
0.596754	1.153851
0.578908	1.163391
0.632847	1.155942
0.940494	1.008157
0.620641	1.161821
0.890641	1.006324
0.670552	1.101496
0.693657	1.06508
0.501916	1.221801
0.618691	1.118592
0.583628	1.138055
0.975648	1.003343
0.743743	1.043485
0.503845	1.219168
0.653395	1.13023
0.861505	1.010763
0.793126	1.02589
0.816435	1.019486
0.511945	1.212265
0.794499	1.025866
0.846299	1.013316
0.700481	1.061891
0.705331	1.05874
0.906239	1.005267
1.01976	1.000099
0.880054	1.0083
0.890641	1.006324
0.653191	1.107993
0.620842	1.108738
0.632638	1.136376
0.556602	1.164892
0.755269	1.038725
0.593654	1.129285
0.931086	1.009145
0.77205	1.032475
0.929319	1.010308
0.514057	1.207189
0.845722	1.014279
0.531716	1.188496
0.952832	1.008699
0.609053	1.164094
0.596754	1.153851
0.743895	1.042651
0.718034	1.062477
0.597333	1.128672
0.90089	1.005671
0.567867	1.152265
0.719876	1.051704
0.875342	1.008529
0.568866	1.155168
0.782327	1.035278
0.608352	1.118004
0.835289	1.015481
0.769363	1.033927
0.680355	1.071514
0.658406	1.084043
0.783064	1.029437
0.757895	1.037043
0.522	1.201104
0.683268	1.069828
0.733595	1.046544
0.629411	1.103184
0.951626	1.011549
1.007313	1.000107
0.730544	1.048569
0.805547	1.024369
0.545117	1.174914
0.668392	1.079603
0.608352	1.118004
1.006239	1.000251
0.543988	1.18242
0.987088	1.000122
0.864692	1.011905
1.023566	0.999997
0.655827	1.086565
0.645665	1.097041
0.555568	1.163869
0.826493	1.017718
0.96813	1.00007
0.966759	1.013619
0.986897	0.999812
0.534468	1.185603
0.668774	1.080063
0.639647	1.096112
0.580357	1.144358
0.807433	1.022529
0.636351	1.113157
